timestamp,price
2025-04-07T22:02:03.930616+00:00,6.85
2025-04-07T22:03:17.549669+00:00,6.91
2025-04-07T22:04:37.733900+00:00,6.83
2025-04-07T22:05:58.627548+00:00,6.9
2025-04-07T22:07:19.251354+00:00,6.91
2025-04-07T22:08:38.773977+00:00,6.98
2025-04-07T22:10:00.289523+00:00,7.0
2025-04-07T22:11:21.729009+00:00,6.91
2025-04-07T22:12:42.800305+00:00,6.99
2025-04-07T22:14:04.312939+00:00,6.94
2025-04-07T22:15:25.422595+00:00,6.83
2025-04-07T22:16:47.116457+00:00,6.98
2025-04-07T22:18:09.777157+00:00,6.91
2025-04-07T22:19:31.756916+00:00,6.93
2025-04-07T22:20:53.018375+00:00,7.0
2025-04-07T22:22:14.292420+00:00,6.9
2025-04-07T22:23:35.719833+00:00,6.78
2025-04-07T22:24:58.387378+00:00,6.68
2025-04-07T22:26:20.511648+00:00,6.78
2025-04-07T22:27:41.004252+00:00,6.77
2025-04-07T22:29:23.805431+00:00,6.88
2025-04-07T22:30:47.380872+00:00,6.99
2025-04-07T22:32:09.888120+00:00,6.97
2025-04-07T22:33:31.840234+00:00,6.93
2025-04-07T22:34:54.993131+00:00,7.0
2025-04-07T22:36:16.643033+00:00,6.96
2025-04-07T22:37:39.450182+00:00,6.86
2025-04-07T22:39:02.403012+00:00,6.82
2025-04-07T22:40:24.633095+00:00,6.78
2025-04-07T22:41:45.940270+00:00,6.77
2025-04-07T22:43:08.987961+00:00,6.76
2025-04-07T22:44:31.216598+00:00,6.71
2025-04-07T22:45:54.466795+00:00,6.62
2025-04-07T22:47:16.493501+00:00,6.55
2025-04-07T22:48:38.519666+00:00,6.53
2025-04-07T22:49:59.933662+00:00,6.52
2025-04-07T22:51:24.618776+00:00,6.62
2025-04-07T22:52:46.434769+00:00,6.58
2025-04-07T22:54:07.238625+00:00,6.54
2025-04-07T22:55:29.667836+00:00,6.43
2025-04-07T22:56:53.022970+00:00,6.43
2025-04-07T22:58:14.427249+00:00,6.34
2025-04-07T22:59:35.534185+00:00,6.3
2025-04-07T23:00:58.049900+00:00,6.42
2025-04-07T23:02:18.961010+00:00,6.49
2025-04-07T23:03:41.196672+00:00,6.47
2025-04-07T23:05:02.607637+00:00,6.59
2025-04-07T23:06:25.551580+00:00,6.73
2025-04-07T23:07:48.600245+00:00,6.68
2025-04-07T23:09:10.391513+00:00,6.73
2025-04-07T23:10:32.135212+00:00,6.84
2025-04-07T23:11:53.953115+00:00,6.79
2025-04-07T23:13:16.280302+00:00,6.86
2025-04-07T23:14:37.999173+00:00,6.89
2025-04-07T23:16:00.227612+00:00,6.88
2025-04-07T23:17:22.772880+00:00,6.77
2025-04-07T23:18:44.220913+00:00,6.75
2025-04-07T23:20:05.380634+00:00,6.85
2025-04-07T23:21:25.458176+00:00,6.71
2025-04-07T23:22:46.347358+00:00,6.7
2025-04-07T23:24:07.247768+00:00,6.58
2025-04-07T23:25:27.366840+00:00,6.47
2025-04-07T23:26:49.360259+00:00,6.47
2025-04-07T23:28:10.961627+00:00,6.45
2025-04-07T23:29:31.817904+00:00,6.37
2025-04-07T23:30:53.566114+00:00,6.27
2025-04-07T23:32:14.334809+00:00,6.4
2025-04-07T23:33:35.878659+00:00,6.38
2025-04-07T23:34:58.004365+00:00,6.28
2025-04-07T23:36:20.169797+00:00,6.37
2025-04-07T23:37:40.347611+00:00,6.37
2025-04-07T23:39:01.401697+00:00,6.47
2025-04-07T23:40:23.744579+00:00,6.51
2025-04-07T23:41:44.843613+00:00,6.6
2025-04-07T23:43:07.472013+00:00,6.7
2025-04-07T23:44:27.955732+00:00,6.89
2025-04-07T23:45:49.158273+00:00,6.78
2025-04-07T23:47:10.879772+00:00,6.88
2025-04-07T23:48:31.978516+00:00,6.98
2025-04-07T23:49:53.389553+00:00,7.0
2025-04-07T23:51:15.302559+00:00,7.0
2025-04-07T23:52:35.994935+00:00,7.0
2025-04-07T23:53:56.996413+00:00,6.96
2025-04-07T23:55:18.617190+00:00,6.93
2025-04-07T23:56:38.482705+00:00,7.0
2025-04-07T23:57:58.963498+00:00,6.87
2025-04-07T23:59:19.046494+00:00,6.83
2025-04-08T00:00:39.779798+00:00,6.84
2025-04-08T00:02:00.525873+00:00,6.87
2025-04-08T00:03:21.118500+00:00,6.83
2025-04-08T00:04:41.911240+00:00,6.88
2025-04-08T00:06:04.338102+00:00,6.9
2025-04-08T00:07:25.780882+00:00,6.92
