timestamp,price
2025-04-07T22:01:41.806899+00:00,5.99
2025-04-07T22:02:55.385534+00:00,6.0
2025-04-07T22:04:15.716389+00:00,6.0
2025-04-07T22:05:36.612637+00:00,6.0
2025-04-07T22:06:57.399868+00:00,5.97
2025-04-07T22:08:16.981878+00:00,6.0
2025-04-07T22:09:38.272638+00:00,6.0
2025-04-07T22:10:59.368689+00:00,6.0
2025-04-07T22:12:20.777633+00:00,5.94
2025-04-07T22:13:41.999408+00:00,5.86
2025-04-07T22:15:03.507477+00:00,5.86
2025-04-07T22:16:24.733091+00:00,5.77
2025-04-07T22:17:47.047993+00:00,5.79
2025-04-07T22:19:09.376998+00:00,5.77
2025-04-07T22:20:30.972600+00:00,5.8
2025-04-07T22:21:51.626726+00:00,5.85
2025-04-07T22:23:13.109374+00:00,5.83
2025-04-07T22:24:35.960507+00:00,5.91
2025-04-07T22:25:58.031502+00:00,5.8
2025-04-07T22:27:18.372570+00:00,5.89
2025-04-07T22:29:01.690149+00:00,5.95
2025-04-07T22:30:24.513955+00:00,5.87
2025-04-07T22:31:46.765204+00:00,5.94
2025-04-07T22:33:09.767495+00:00,6.0
2025-04-07T22:34:31.342623+00:00,5.95
2025-04-07T22:35:54.387370+00:00,6.0
2025-04-07T22:37:16.411746+00:00,5.99
2025-04-07T22:38:39.872088+00:00,5.9
2025-04-07T22:40:01.995660+00:00,5.89
2025-04-07T22:41:23.921371+00:00,5.99
2025-04-07T22:42:45.740349+00:00,6.0
2025-04-07T22:44:08.892808+00:00,5.95
2025-04-07T22:45:31.940896+00:00,5.85
2025-04-07T22:46:53.454473+00:00,5.88
2025-04-07T22:48:16.224628+00:00,5.91
2025-04-07T22:49:37.505007+00:00,5.92
2025-04-07T22:51:01.939862+00:00,5.9
2025-04-07T22:52:23.651503+00:00,5.99
2025-04-07T22:53:45.316918+00:00,6.0
2025-04-07T22:55:07.235268+00:00,6.0
2025-04-07T22:56:30.085708+00:00,6.0
2025-04-07T22:57:52.634676+00:00,6.0
2025-04-07T22:59:13.516583+00:00,5.9
2025-04-07T23:00:35.549630+00:00,5.89
2025-04-07T23:01:56.849525+00:00,5.87
2025-04-07T23:03:19.387630+00:00,5.85
2025-04-07T23:04:40.595660+00:00,6.0
2025-04-07T23:06:02.614076+00:00,5.9
2025-04-07T23:07:25.783492+00:00,6.0
2025-04-07T23:08:48.196677+00:00,5.89
2025-04-07T23:10:10.210138+00:00,5.82
2025-04-07T23:11:31.428429+00:00,5.82
2025-04-07T23:12:53.652633+00:00,5.81
2025-04-07T23:14:15.473078+00:00,5.92
2025-04-07T23:15:37.599757+00:00,5.89
2025-04-07T23:16:59.810237+00:00,5.93
2025-04-07T23:18:22.076798+00:00,6.0
2025-04-07T23:19:43.363999+00:00,6.0
2025-04-07T23:21:03.846994+00:00,5.91
2025-04-07T23:22:24.245002+00:00,5.96
2025-04-07T23:23:45.167069+00:00,6.0
2025-04-07T23:25:05.749009+00:00,5.89
2025-04-07T23:26:27.025584+00:00,5.95
2025-04-07T23:27:48.122564+00:00,6.0
2025-04-07T23:29:09.838961+00:00,6.0
2025-04-07T23:30:31.459698+00:00,5.93
2025-04-07T23:31:52.415015+00:00,5.95
2025-04-07T23:33:13.454444+00:00,6.0
2025-04-07T23:34:35.373825+00:00,6.0
2025-04-07T23:35:57.805731+00:00,6.0
2025-04-07T23:37:18.674549+00:00,6.0
2025-04-07T23:38:39.289400+00:00,6.0
2025-04-07T23:40:01.312737+00:00,5.97
2025-04-07T23:41:22.099907+00:00,5.91
2025-04-07T23:42:45.254699+00:00,6.0
2025-04-07T23:44:06.048275+00:00,6.0
2025-04-07T23:45:27.244505+00:00,5.95
2025-04-07T23:46:47.942424+00:00,5.99
2025-04-07T23:48:09.964160+00:00,6.0
2025-04-07T23:49:30.982285+00:00,5.92
2025-04-07T23:50:53.350510+00:00,5.95
2025-04-07T23:52:13.983522+00:00,5.9
2025-04-07T23:53:34.982243+00:00,5.92
2025-04-07T23:54:55.879094+00:00,5.85
2025-04-07T23:56:16.663096+00:00,5.88
2025-04-07T23:57:36.832903+00:00,5.79
2025-04-07T23:58:56.925437+00:00,5.88
2025-04-08T00:00:18.125479+00:00,5.95
2025-04-08T00:01:38.510451+00:00,5.97
2025-04-08T00:02:59.197825+00:00,6.0
2025-04-08T00:04:20.099660+00:00,5.97
2025-04-08T00:05:41.987371+00:00,5.95
2025-04-08T00:07:02.911942+00:00,5.94
2025-04-08T00:08:24.624816+00:00,5.92
