timestamp,price
2025-04-07T22:01:19.588301+00:00,6.24
2025-04-07T22:02:33.430513+00:00,6.29
2025-04-07T22:03:53.803484+00:00,6.3
2025-04-07T22:05:14.393757+00:00,6.2
2025-04-07T22:06:35.488194+00:00,6.22
2025-04-07T22:07:54.935213+00:00,6.28
2025-04-07T22:09:16.253634+00:00,6.16
2025-04-07T22:10:37.353204+00:00,6.08
2025-04-07T22:11:58.708463+00:00,6.17
2025-04-07T22:13:19.722940+00:00,6.24
2025-04-07T22:14:41.235546+00:00,6.24
2025-04-07T22:16:02.391321+00:00,6.32
2025-04-07T22:17:24.386962+00:00,6.42
2025-04-07T22:18:47.580932+00:00,6.45
2025-04-07T22:20:08.880378+00:00,6.44
2025-04-07T22:21:29.368684+00:00,6.39
2025-04-07T22:22:50.887268+00:00,6.35
2025-04-07T22:24:13.427902+00:00,6.38
2025-04-07T22:25:36.477337+00:00,6.31
2025-04-07T22:26:56.408237+00:00,6.43
2025-04-07T22:28:39.379385+00:00,6.5
2025-04-07T22:30:01.398800+00:00,6.49
2025-04-07T22:31:24.613584+00:00,6.5
2025-04-07T22:32:47.592806+00:00,6.46
2025-04-07T22:34:08.492663+00:00,6.4
2025-04-07T22:35:31.959912+00:00,6.43
2025-04-07T22:36:53.988149+00:00,6.5
2025-04-07T22:38:16.400379+00:00,6.5
2025-04-07T22:39:39.982064+00:00,6.5
2025-04-07T22:41:02.104327+00:00,6.5
2025-04-07T22:42:23.208537+00:00,6.5
2025-04-07T22:43:46.671548+00:00,6.47
2025-04-07T22:45:09.617555+00:00,6.5
2025-04-07T22:46:31.541345+00:00,6.46
2025-04-07T22:47:53.333576+00:00,6.44
2025-04-07T22:49:15.078982+00:00,6.5
2025-04-07T22:50:38.320773+00:00,6.5
2025-04-07T22:52:01.470461+00:00,6.5
2025-04-07T22:53:23.402284+00:00,6.5
2025-04-07T22:54:44.368140+00:00,6.5
2025-04-07T22:56:07.760718+00:00,6.46
2025-04-07T22:57:30.534221+00:00,6.39
2025-04-07T22:58:51.596986+00:00,6.3
2025-04-07T23:00:13.016039+00:00,6.36
2025-04-07T23:01:34.731680+00:00,6.46
2025-04-07T23:02:56.961632+00:00,6.5
2025-04-07T23:04:18.062155+00:00,6.46
2025-04-07T23:05:40.497825+00:00,6.5
2025-04-07T23:07:02.929503+00:00,6.46
2025-04-07T23:08:25.874954+00:00,6.46
2025-04-07T23:09:47.997618+00:00,6.5
2025-04-07T23:11:08.995716+00:00,6.46
2025-04-07T23:12:31.534320+00:00,6.44
2025-04-07T23:13:53.163834+00:00,6.5
2025-04-07T23:15:14.967326+00:00,6.5
2025-04-07T23:16:37.501382+00:00,6.48
2025-04-07T23:18:00.040002+00:00,6.5
2025-04-07T23:19:20.751524+00:00,6.5
2025-04-07T23:20:41.827382+00:00,6.5
2025-04-07T23:22:02.030574+00:00,6.46
2025-04-07T23:23:22.602735+00:00,6.5
2025-04-07T23:24:44.009425+00:00,6.5
2025-04-07T23:26:04.504960+00:00,6.43
2025-04-07T23:27:26.196156+00:00,6.35
2025-04-07T23:28:47.926176+00:00,6.43
2025-04-07T23:30:09.432798+00:00,6.34
2025-04-07T23:31:30.434546+00:00,6.28
2025-04-07T23:32:51.335646+00:00,6.28
2025-04-07T23:34:13.357894+00:00,6.29
2025-04-07T23:35:35.381215+00:00,6.38
2025-04-07T23:36:56.782229+00:00,6.27
2025-04-07T23:38:16.968078+00:00,6.31
2025-04-07T23:39:38.777468+00:00,6.25
2025-04-07T23:41:00.198089+00:00,6.38
2025-04-07T23:42:21.601344+00:00,6.43
2025-04-07T23:43:44.032316+00:00,6.39
2025-04-07T23:45:04.522176+00:00,6.43
2025-04-07T23:46:25.819520+00:00,6.45
2025-04-07T23:47:47.534416+00:00,6.35
2025-04-07T23:49:08.642445+00:00,6.25
2025-04-07T23:50:30.765511+00:00,6.24
2025-04-07T23:51:52.070878+00:00,6.27
2025-04-07T23:53:12.454370+00:00,6.32
2025-04-07T23:54:33.760097+00:00,6.4
2025-04-07T23:55:55.186863+00:00,6.46
2025-04-07T23:57:14.828584+00:00,6.5
2025-04-07T23:58:34.801811+00:00,6.5
2025-04-07T23:59:55.199207+00:00,6.5
2025-04-08T00:01:16.081826+00:00,6.39
2025-04-08T00:02:37.393777+00:00,6.34
2025-04-08T00:03:58.186524+00:00,6.33
2025-04-08T00:05:19.501054+00:00,6.21
2025-04-08T00:06:40.388592+00:00,6.12
2025-04-08T00:08:02.268129+00:00,6.08
